출원번호,초록,메인 ipc코드,서브 ipc코드1,서브 ipc코드2,메인 ipc코드
1.01994E+12,"본 발명은 잘 팔리는 인기상품의 수납갯수를 대폭적으로 늘려서 상품보급 사이클을 연장시키고 판매가동률을 향상시키며 에너지절약을 도모할 수 있도록 구성한 서펜타인(serpentine)식 자동판매기를 제공하려는 것이다. 본 발명에 따른 자동 판매기는 저장캐비닛(1)내에 복수의 상품통로(4a 내지 4d)가 전후로 늘어서 있는 다중형의 서펜타인식 벤딩랙(4), 냉각기(6), 히터(7), 저장고내의 팬(8)등을 구비하고 있다. 그리고, 저장고내의 상부측에는 단열 간막이벽(11)에 의해 구획된 보관상자 수납공간(12)이 제공되어 있고, 간막이벽에는 인기상품에 할당된 상품통로(4d)와 연통하는 상품출구(13)가 설치되어 있다. 다수의 상품(10)을 일괄수용한 상품보관상자(15)는 상기 공간내에 고정되어 상온상태로 저장된다. 그리고, 상품판매가 진행됨에 따라, 보관상자(15)로부터 새로운 상품이 벤딩랙의 상품통로(4d)에 보급된다.",G07F,,,
1.01995E+12,"본 발명은, 복수종류의 동일기능의 생산대상품을 복수의 작업스테이션을 가진 반송라인에서 차례차례로 반송하면서, 각 생산대상품의 가용이나 조립을 행하는 생산설비를 제어하는 생산설비제어장치에 관한 것으로서, 라인제어기로부터 복수의 자동장치제어기에 작업코드등을 공급하는 정보공급을 능률화하고, 생산라인의 첫동작시간을 단축할 수 있는 생산설비제어장치를 제공하는 것을 목적으로한 것이며, 그 구성에 있어서, 생산라인의 12식의 자동장치는 각각 PLC에 의해서 제어되고, 이들 PLC를 통괄하는 라인제어기(4a)는, 차량조립예정차종과 조립시기의 데이터와, 테이블(44)과, 파일(45)에 의거해서, 생산라인의 각작업스테이션에 있어서의 작업내용을 지시하는 작업코드표(46)의 데이터를 작성해서 공통메모리에어리어에 기억하고, 그 공통메모리에어리어에 기억한 작업코드표(46)의 데이터를, 12개의 PLC의 공통메모리에어리어에 도시에 일괄해서 전송한다. 각 PLC에서는, 그공통메모리에어리어에 기억한 작업코드표(46)의 데이터중, 자동작업스테이션에 해당하는 작업코드를 전용메모리에어리어에 기록하고, 그 작업코드에 의거해서 자동장치를 제어하도록한 것을 특징으로 한것이다.",G05B,,,
1.01992E+12,"여기에서 새로운 고안은, 벌크물질을 운반용 포대에 담는데 있어서 무게를 정확히 측정하여 자동으로 포대에 채우는 방법 및 그 장치에 관한 것으로서, 차동 무게를 측정하여 포장용 차동계량기에서 배출되는 배출량을 조절함으로써 미리 정해진 벌크물질의 채움량이 주기적으로 마련된 뒤 연속 채움부를 통해 직접 포대에 채워진다.여기에서 미리 정해진 무게의 벌크물질은 밀도가 조밀한 흐름으로서 가장 짧은 경로를 따라 연속채움부를 거쳐 직접 포대에 채워진다. 차동 계량통을 다시 채울때 대부분의 칭량기술상의 문제점들이 부정적으로 나타나지 않으며, 포대를 채울 때에도 위의 문제점들이 더 이상 나타나지 않는다. 이와 같은  방법을 특히 회전식 포장기에 적용할 때 시간당 최고의 목적이 달성될 수 있다.",G01G,,,
1.02002E+12,"온라인상에서 호출이 가능한 모바일 세일 카에 진열된 기성복 형태의 의류를 소비자가 몸에 알맞은 형태로 피팅 시, 상기 선택된 의류에 대한 POS 정보와 피팅 정보를 주문 서버를 통해 원단업체, 디자인 업체 및 의류부자재 업체 및 생산자에게 자동으로 통보하여 의류를 맞춤 형태로 판매토록 하는 인터넷을 이용한 의류 맞춤 판매 시스템 및 그 방법에 관한 것이다. 상기 시스템은 인터넷에 접속된 클라이언트의 호출에 응답하여 의류 판매에 관한 웹 콘텐츠를 상기 클라이언트로 전송하며, 고객 데이터베이스에 등록된 상기 클라이언트의 요구에 응답하여 이동 판매 출동 명령을 발생하고, 상기 등록 클라이언트에 대한 POS 및 피팅 정보의 수신에 응답하여 상기 인터넷에 접속된 원단업체 및 생산업체의 서버로 원단주문 및 생산주문 메시지를 전송하는 주문 서버와; 다수의 사이즈 및 서로 다른 색상 및 디자인으로 만들어진 다량의 의류를 탑재하고 상기 이동 판매 출동 명령에 따른 위치로 이동되며, 구매자가 의류를 선택 피팅시 무선 중계기 및 이에 접속된 인터넷을 통해 상기 주문 서버를 연결하여 상기 고객 데이터베이스를 억세스하고, 상기 선택된 의류의 POS정보와 피팅 정보를 클라이언트 태그로서 상기 주문서버로 전송하여 의류를 주문하는 MSC를 포함하여 구성된다.",G01S,,,
1.0201E+12,"벨트컨베이어용 계량장치에 대한 발명이 개시된다. 개시된 벨트컨베이어용 계량장치는: 운송물이 올려지는 벨트부재를 지지하는 지지패널과, 지지패널과 이격되어 고정 설치되는 고정패널과, 고정패널과 지지패널을 연결하며 지지패널에 부하되는 중량을 측정하는 측정부 및 측정부의 측정값을 전달받아 운송물의 중량을 계산하는 제어부를 구비하는 것을 특징으로 한다.",G01G,,,
1.02008E+12,"본 발명은 묶음지폐 입출금기를 제공한다. 케이싱, 케이싱의 내부에 제공되어 입금 또는 출금하고자 하는 묶음지폐가 적재되는 입출금용 트레이, 입출금용 트레이로부터 전달 받은 묶음지폐 또는 입출금용 트레이로 전달될 묶음지폐가 저장되는 묶음지폐 카세트 및 입출금용 트레이의 일측에 제공되어 입출금용 트레이 또는 묶음지폐 카세트에 적재된 묶음지폐를 집는 픽업모듈을 포함하여, 계원의 업무 효율성을 높일 수 있다.입출금용 트레이, 픽업모듈, 묶음지폐 카세트",G07D,,,
1.01994E+12,"본 발명은 무인판매기에 있어 판매기 표면에 투명창을 설치하고 내부에는 횡으로 설치된 코일스프링 모양의 상품적치장치와 이를 회전하는 회전장치를 구성하되, 회전장치는 주화삽입구가 있는 회전판이 레버와 일체가 되어 정해진 주화가 투입될 때만 회전판이 회전되게 하므로 규격이 다른 상품을 전시 판매할 수 있고 상품을 직접 확인하면서 구매할 수 있으며, 구조가 극히 간단하여 설치장소도 구애받지 않도록 한 무인판매기의 상품인출장치.",G07F,,,
1.01997E+12,"본 발명은 자동판매기의 상품재고량 감지장치에 관한 것으로, 자동판매기의 상품재고량을 정확하게 감지하기 위하여, 자동판매기로 투입되는 상품의 개수를 감지하는 상품투입감지부와 자동판매기로부터 투출되는 상품의 개수를 감지하는 상품투출감지부가 코일센서로 이루어져, 자동판매기로 투입되는 상품의 개수와 자동판매기로부터 투출되는 상품의 개수를 정확히 감지함으로써, 자동판매기내의 상품재고량을 정확하게 감지할 수 있을 뿐만 아니라 상품재고량이 정확히 감지됨에 따라 관리자가 자동판매기를 편리하게 관리할 수 있도록 한 것이다.",G07F,G06Q,,
1.01992E+12,"상품 리프터를 구비한 자동 판매기에 있어서 상품 선반에서 반출된 상품이 상품 출구에 이르지 않을 때의 처치를 개선하여 판매기회의 감소를 억제한다.상품 선반(3)에서 반출된 상품은 상품 리프터(12)에 의해서 상품 출구(11)로 반송되는데 상품이 상품 리프터(12)에 얹히지 않거나 상품 막힘에 의해 상품 리프터(12)가 록되거나 해서 상품이 정상으로 반송되지 않은 경우에는 상품 리프터(12)를 정역전시키는 동작을 소정 회수 반복시키고, 이상의 수복을 시도케 한다.   그결과, 상품의 정상으로 반송되면 차회의 판매를 가능으로 하고, 상품 리프터 고장에 의한 판매 정지를 매우 적게 한다.",G07F,,,
1.01997E+12,"이 발명은 자동 주행 차량 구동 장치에 관한 것으로, 주행 맵 데이터를 전송하는 로컬 컨트롤러와; 수행하고자 하는 동작에 해당하는 명령어를 전송하는 자동 패널과; 상기 로컬 컨트롤러로부터 주행 맵 데이터를 다운 로드받고, 자동 패널로부터 전송되는 명령어를 수신하는 수신 수단과; 상기 수신된 명령어를 인터프리트하고, 인터프리트된 명령어에 해당하는 동작과 다운 로드된 주행 맵 데이터에 따라 해당하는 구동 명령어를 출력하는 제어 수단과; 상기 제어 수단에서 출력되는 구동 명령어에 따라 자동 주행 차량의 각 차륜을 구동시키는 차륜 구동 수단을 포함하여 이루어지며, 물류 반송 시스템에 있어서, 자동 주행 차량을 설정된 주행 맵 데이터에 따라 목표 위치까지 정확하게 이동시킴으로써, 물품 생산성을 향상시킬 수 있다. ",G05B,G05D,,
1.0201E+12,"자동 거래 장치(10)와 관리 장치[리모트 서버(42)]가 네트워트(50)를 통하여 접속되어 있다.  자동 거래 장치(10)에 있어서, 브라우저(52)는 거래 화면(14)을 제어하여 거래 처리를 실행한다.  비동기 서버(36)는, 관리 장치로부터 HTTP 통신에 의해, 임의에 타이밍에서 비동기 메시지(34)를 수신한다.  비동기 제어 프레임(23)은, 어플리케이션 인터페이스 프레임(21)의 컨트롤(28)을 통하여, 비동기 메시지(34)를 받는다.  비동기 프레임(24)는 비동기 메시지(34)를 해석한다.  어플리케이션용 A(B) 프레임(25)은, 거래 처리의 대기중에, 해석된 비동기 메시지(34)를 판독하여, 비동기 처리를 관리 어플리케이션(31)에 의뢰한다.  어플리케이션용 A(B) 프레임(25)은, 거래 화면(14)을 비동기 처리하기 위한 화면으로 전환한다.",G07D,,,
1.0201E+12,"점포의 쇼윈도 자체를 디지털 쇼윈도디스플레이시스템으로 구성하여 통상적 쇼윈도 기능을 포함한 온,오프라인의 다양한 컨텐츠 서비스를 오프라인화하여 실행할수 있는 구조로서 또한 자동판매시스템을 포함한 디지털 컨텐츠 키오스크등의 각종 자동화시스템과의 결합 구성에 의한 온, 오프라인상의 다양한 컨텐츠를 업종화된 서비스로 전환하여 자동화, 셀프화된 서비스를 24시간 실행할수 있는 다종복합업종의 점포로 구성 가능한 디지털 쇼윈도 디스플레이부시스템 구조를 갖는 자동화 점포시스템",G16C,,,
1.01993E+12,"물품의 생산공정에 있어서 생산된 물품의 품질관리정보를 형성하는 방법과 이에 관련된 생산관리 시스템이 개시된다.본 발명의 품질관리방법은 물품에 고유의 식별기호를 부가하는 과정；각 공정마다의 제품의 결함상태를 나타내는 에러정보를 식별기호별로 분류/저장하는 과정； 그리고 각 공정마다의 분류저장된 정보를 식별기호별로 통합하여 물품에 대한 가공상태를 나타내는 관리정보를 형성하는 것을 특징으로 한다.본 발명의 생산관리시스템은 물품에 인가된 식별기호를 인식하는 식별기호 인식수단； 단위공정의 수행 및 에러정보를 발생하는 단위공정 수행수단； 단위공정 수행수단을 제어하고, 식별기호 인식수단에서의 식별기호와 단위공정 수행수단에서의 에러정보를 보존하며, 제어장치의 요구에 의해 식별기호와 레어정보를 제어장치로 전송하는 공정제어수단을 포함하는 특징으로 한다.본 발명에서의 물품의 식별기호 인식수단이 직접 제어장치에 연결되지 않고 단위공정 수행장치를 통하여 연결됨으로써 각 물품의 식별기호와 에러정보가 함께 제어장치로 전송되어 각 공정별 상세한 에러정보가 획득될 수 있는 잇점을 갖는다. ",G16C,G06K,,
1.01991E+12,계량할 물질은 공급 오리피스(31)의 정면에 있을때 실린더(1)를 가득 메운후 상기 실린더(1)는 상기 물질을 실린더로부터 배출하도록 상기 피스톤(2)이 상사점쪽으로 이동하는 배출 오리피스(32)와 대향하여 이동한다. 그후 피스톤(2)이 역류를 방지하도록 상사점에 남아있는 동안 상기 실린더(1)는 공급 오리피스쪽으로 이동한후 상기 싸이클을 다시 반복한다.,G01G,,,
1.02006E+12,"본 발명은 지폐류 자동 수납처리기의 반송로 오픈유지장치에 관한 것이다. 본 발명은, 투입구 내측에 위치하는 일정구간의 반송로를 개방시키고, 또한 개방된 상태에서 유지되도록 하기 위한 지폐류 자동 수납처리기의 반송로 오픈유지장치로서, 상기 반송로 형성을 위한 상부측 가이드판이 하면측에 결합 구비되고 후단부를 통해 별도의 회전축을 중심으로 회동 가능하게 결합 구비되는 상부구조체와, 상기 반송로를 형성하기 위한 하부측 가이드판이 상면측에 결합 구비되는 하부구조체와, 상기 상부구조체의 전단부 측면상에 회동 가능하도록 결합 구비되어 사용자에 의해 회동 조작되어 걸림 해제되게 되는 걸림후크와, 상기 걸림후크에 대응되도록 상기 하부구조체의 측면상에 구비되어 상기 걸림후크가 걸리게 되는 걸림돌출바와, 상기 상부구조체의 측면상에 전후방향으로 슬라이딩 가능하도록 결합 구비되고 그 몸체상에는 슬라이딩홈이 일체로 형성되며 그 후단부에는 걸림지지부가 일체로 형성되고 사용자에 의해 전방측으로 슬라이딩되도록 조작되게 되는 슬라이딩판과, 상기 상부구조체의 측면상에 돌출되도록 구비되어 상기 슬라이딩홈에 끼워져 상기 슬라이딩판의 슬라이딩 이동을 가이드하게 되는 끼움돌출바와, 상기 슬라이딩판을 후방측으로 자동 이동시켜 복귀되도록 하기 위해 구비되는 제1탄성수단과, 상기 슬라이딩판의 상기 걸림지지부를 지지하여 상기 상부구조체가 개방된 상태로 유지되도록 하기 위해 별도로 돌출되게 구비되게 되는 지지돌출바를 포함하는 것을 특징으로 한다. 따라서, 매우 간소한 구성으로 이루어져 그 작용성도 매우 우수한 반송로 오픈유지장치가 제공되게 되므로, 간소한 구성에 따른 제조원가 절감을 기할 수 있고, 용이 작용성에 따른 사용상의 편리성을 제공할 수 있는 효과가 있다. 지폐, 수표, 수납, 잼, 반송로, 은행, 자동화",G07D,,,
1.02005E+12,"본 발명은 골재채취장의 차량 계량시스템에 관한 것으로서, 보다 상세히는 골재채취장에서 입,출고 되는 골재의 투명성있는 관리는 물론, 계량에서 부터 차량의 입출고까지 자동화하여 중앙관제센타에서 모든 업무의 감시 및 관리를 취할 수 있도록 함으로서 업무의 효율성을 증대시킬 수 있는 골재채취장의 차량 계량시스템에 관한 것으로, 차량 입차시 입구차단기가 자동으로 개폐되어지며, 출고차량의 비접촉식근접카드 반납시 자동으로 개폐되어지는 차량게이트2(110)와, 입·출고 되는 차량의 정확한 중량을 계측할 수 있는 표준 계근대(100)와, 상기 계근대(100)에서 계측한 중량데이터를 계근 관리용 컴퓨터(180, 180a, 180b)에 보내어 주는 인디케이트(150)와,상기 계근대(100) 위를 통과하는 모든 입·출고 차량에 대하여 정지영상을 촬영하여는 비디오 카메라(CCTV)와, 입고조작판넬(130), 차량게이트1(140), 출고조작판넬(120)이 현장사무실내에 구비된 계량관리용컴퓨터(180, 180a, 180b)와 상호 연결 구축됨과 동시에 각각의 계량 관리용 컴퓨터(180, 180a, 180b)는 중앙관제소(200)와 통신망으로 연결구축 되어지는 것을 특징으로 한다.비접촉식근접카드(R/F카드), 차량게이트, 인디케이트, 입고조작판넬, 출고조작판넬, 중앙관제센타",G01G,,,
1.02012E+12,"본원 발명은 로드셀을 이용한 음식물 쓰레기 수거차량의 음식물 쓰레기 수거용기 계량장치 및 계량방법에서, 운전 중 로드셀의 과부하를 줄이면서 또한 수평으로 놓여있지 않는 상황에서도 음식물 쓰레기 수거용기의 중량을 정확하고 안정적으로 측정할 수 있는 계량장치 및 계량방법을 제공하고자 하는 분야의 발명이다.본원은 음식물 쓰레기 수거차량의 계량수단이 음식물 쓰레기 수거차량은 수거함 일측면에 음식물 쓰레기 수거용기를 들어올리기 위한 리프트가 설치되되, 상기 리프트에는 상기 음식물 쓰레기 수거용기가 거치되어 상하로 이동하는 거치대와 상기 거치대의 상하 이동을 안내하는 가이드와 상기 가이드에 연결된 체인과 상하 이동을 일으키는 유압실린더 및 피스톤로드를 포함하는 구조를 이루고, 상기 거치대는 전면판과 후면판의 2중 구조를 이루고 상기 전면판과 후면판 사이에서 다수 개의 연결구를 통해 전면판과 후면판을 고정할 수 있는 구조를 이루며, 상기 후면판의 상단에는 음식물 쓰레기 수거용기를 거치하기 위한 거치부가 마련되는 구조를 이루어서, 상기 거치대의 거치부에 음식물 쓰레기가 거치되었을 때 상기 다수 개의 연결구에 가해지는 압력에 의한 연결구의 변형을 로드셀이 측정하여 무게를 계량하고자 하는 기술사상의 발명이다.",G01G,,,
1.01997E+12,"본 발명은 스파이럴 방식 자동판매기의 상품투출 장치 및 방법에 관한 것으로, 상품판매시에 도시생략된 제어수단의 제어에 의해 구동모터가 구동되어 레버가 우측으로 이동되고, 지지대가 레버에 의해 지지되지 않으므로 절곡부가 구부러져 상품받침대의 선단부가 기울어짐으로써 상품받침대의 선단부에 위치하는 상품이 상품투출부로 투출되며, 상품판매 후에 구동모터의 구동에 의해 레버가 좌측으로 이동되어 지지대가 지지됨으로써, 절곡부가 펴져 상품받침대가 수평상태로 유지되고, 스파이럴이 회전되어 다음에 판매될 상품이 상품받침대의 선단부에 위치하게 되므로써, 스파이럴 방식 자동판매기의 상품판매시에 상품받침대의 선단부에 상품이 걸리는 것을 방지하여 이용자에 의해 선택된 정확하게 판매할 수 있도록 한 것이다.",G07F,G06Q,,
1.02009E+12,"본 발명은 음식물 쓰레기 수거차량에 장착되는 계근기를 개시한다.본 발명의 계근기는 고정판과 일측에 수거용기가 걸쳐지는 계량판이 서로 대향 배치되고 이들 사이에 무게측정 소자인 복수의 로드셀 및 이 로드셀의 신호를 받아 합산 처리하는 로드셀 서밍박스로 구성되는 계근기에 있어서, 상기 계량판의 상부 중앙에 구비되는 고정 걸이게와, 상기 고정 걸이게의 양측으로 계량판의 상부에 등 간격을 두고 형성되는 복수의 위치 결정홀과, 상기 위치 결정홀들 중 적어도 어느 하나에 나사부재로 체결 고정되는 나사체결구멍이 형성된 가변 걸이게를 포함하여 구성된다. 또한, 상기 계근기는 상기 계량판 하부에 형성되는 체결홀 및 상기 계량판에 탈부착되는 판재형의 부재로, 상부에 상기 체결홀과 대응되는 크기의 나사홀이 형성된 스커트 지지판 및 상기 체결홀과 나사홀을 나사체결하는 나사부재를 포함하여 구성될 수 있다. 또한, 상기 계근기 계량판의 중앙에 단차지게 형성된 설치구멍 및 상기 설치구멍을 차폐하는 것으로 내측에 수거용기에 부착된 RF태크를 판독하는 RF모듈이 부착되는 보호커버를 포함하여 구성될 수 있다.음식물, 쓰레기, 수거, 계측, 계근기",G01G,,,
1.01998E+12,"본 발명은 태그(TAG) 혹은 카드(CARD)를 이용하여 물품 거래를 수행하고 거래대금을 지불하는 판매관리시스템의 판매요금 지불방법에 관한 것으로서, 본 발명의 방법은 판매장치에서는 카드 혹은 태그에 기록된 개인 고유식별자와 가상 거래금액에 대한 선승인을 호스트서버에게 요청하고, 상기 개인 고유식별자는 암호화 되어 전송도중 도용에 대한 보안성을 유지하며, 호스트서버에서는 개인 고유식별자에 상응하는 신용카드번호 혹은 직불카드번호를 독출하여 상기 가상 거래금액에 대한 선승인 허가를 판매장치로 전송하고, 판매장치에서는, 선승인이 허가될 경우, 허가된 가상 거래금액 한도내에서 물품판매를 수행하고, 물품판매가 완료되면 실제 거래금액에 대한 재승인을 호스트서버에게 요청하고, 상기 호스트서버에서는, 상기 재승인 요청 메시지의 실제 거래금액에 대한 결재를 수행하고 상기 판매장치에게 재승인 확인을 알리고 판매장치는 그 거래내역을 출력한다. 따라서, 가상 거래금액에 대한 선승인을 요청하고 허가 받은 뒤 실제 거래를 수행함으로써, 지불능력이 있는 정당한 사용자에게 신속한 서비스를 제공할 수 있으며, 실제 거래금액에 대한 재승인을 요청하고 확인 받음으로써, 거래한 물품에 대한 정확한 거래대금을 청구하여 선지불 후거래의 환불 문제를 해소할 수 있다. ",G06Q,,,
1.0201E+12,"정보 통합 시스템이 개시된다. 본 시스템은 관리대상정보가 수신되면, 관리대상정보에 대응되는 추가정보 요청을 생성하는 정보 통합장치 및 정보 통합장치로부터 추가정보 요청이 전송되면, 기저장된 추가정보를 독출하여 정보 통합장치로 전송하는 정보 제공장치를 포함하며 정보 통합장치는, 추가정보 및 관리대상정보를 통합 저장 및 관리할 수 있다.",G16H,,,
1.01997E+12,"	본 발명은 출구조절판과 연동하는 상품수납통로폭의 조절수단을 구비한 사행(蛇行)식 상품수납용 래크를 대상으로, 판매 상품이 큰 캔에서 작은 캔으로 변경될 경우, 수납되는 작은 캔의 개수를 증가시킬 수 있도록 구성함으로써 상품수납효율을 개선하는 것이다. 	상품반출단부에서 밴드기구(6)와 대향하여 상품(13)의 직경사이즈에 맞추어 출구통로를 구획하는 출구조절판(7)을 구비함과 동시에, 상기 출구조절판과 연동하는 연결판(9), 관통핀(11)을 통해 가동세그먼트(2)를 전후방향으로 이동시키고, 고정세그먼트(3)와의 사이의 상품수납통로폭을 조절하도록 구성된 상품수납용 래크에 있어서, 출구조절판의 조절단(I∼IV)에 대하여 상품수납통로폭의 조절단을 1단계 적게 설정하고, 이에 대응하여 연결판(9)에 형성된 홈(9a)을 단붙임 형상의 홈으로 형성하고, 출구조절판(7)이 조절단(I)으로부터 조절단(II)으로 이동될 때 가동세그먼트(2)는 조절단(I)에서와 동일한 위치에 유지되어 상품수납통로(4)의 폭이 넓은 상태로 유지된다. 	",G07F,G06Q,,
1.01994E+12,"본 발명은 프로그래머블 로직콘트롤러(PLC)의 네트웍 분배장치에 대한 것으로, 가공라인 정보들을 각  PLC들로부터 수집하여 중앙처리장치(CPU)로 중앙집중한 후 다시 상위 시스템으로 정보를 송신하도록 구성하여 병렬 접속방식으로 결선된 PLC를 통해 가공라인의 정보수집이 실행되도록 함으로써 생산성 향상효과를 얻고, 나아가 각국의 할당 메모리영역을 크게 사용할 수  있도록 하여 거대정보처리에 매우 유용하게 활용할  수 있는 효과가 있는 것이다.",G05B,,,
1.01996E+12,"[과제]본 발명은 지폐를 포함하는 지엽류의 소속이 거래 처리 장치(지엽류 처리 장치)측이나 지엽류 운용 장치측을 명확히 살펴서 지엽류의 정확한 관리가 확실하게 되는 지엽류 운용 장치 및 지엽류 처리 시스템의 제공을 목적으로 한다.[해결수단]본 발명은 지엽류 처리 장치에 접속하여 지엽류의 보충 또는 회수 처리를 실행하는 지엽류 운용 장치에 있어서, 상기 지엽류를 이송하는 이송 경로상에 지엽류 관리를 구분하는 기준 위치를 설정하고, 상기 기준 위치를 경계로 하여 이송로의 이송 방향 상류측에 존재하는 지엽류와, 하류측에 존재하는 지엽류의 소속을 각각 독립하여 관리하는 지엽류 운용 장치를 특징으로 한다.",G07F,G07D,,
1.01997E+12,"본 발명은 자동판매기의 불출구 도어의 밀폐장치에 관한 것이며, 상세하게는 상품을 불출하지 않을 때 냉기 혹은 온기 누설되지 않도록 자동판매기의 상품 투출구 도어를 밀폐시킬 수 있는 자동판매기의 불출구 도어의 밀폐장치에 관한 것이다. 본 발명에 따른 자동판매기의 불출구 도어의 밀폐장치에 의하여 상품이 투출되지 않을 때 투출구 도어를 밀폐시킴으로서 냉기 혹은 온기가 빠져나가지 못하도록 할 수 있다. 그리하여 자동판매기의 냉각 혹은 보온효율을 높일 수 있으며 소비전력을 줄일 수 있다.",G07F,G06Q,,
1.02017E+12,"  컴퓨터가 무인사물함을 이용하여 서비스를 제공하는 방법에 있어서, 사용자 클라이언트로부터 서비스 요청을 수신하는 단계, 상기 서비스 요청을 사업자 클라이언트에 전달하는 단계, 상기 서비스에 대한 정보를 획득하는 단계, 상기 무인사물함의 스케쥴을 획득하는 단계, 상기 획득된 서비스에 대한 정보 및 상기 무인사물함의 스케쥴에 기초하여 상기 무인사물함에 포함된 적어도 하나의 보관함을 선택하는 단계, 상기 선택된 보관함의 이용 스케쥴을 생성하는 단계 및 상기 선택된 보관함의 위치 및 상기 생성된 이용 스케쥴을 상기 사용자 클라이언트 및 상기 사업자 클라이언트 중 적어도 하나에 전송하는 단계를 포함하는, 방법이 개시된다.    ",G06N,,,
1.02002E+12,"본 발명에 따른 위성 무선 항법 시스템의 휴대용 수신기-지시기는 특수 컨테이너 내부에 안테나와 장비를 최적으로 배열 설치함으로써 외부 전원으로부터 전원을 공급하여 동작할 수 있으므로 고밀하고 보관과 사용이 편리한 고안이다. 이 때, 보관 모드에서 단면 안테나 축은 수신기-지시기의 몸체의 중앙선과 나란하고 안테나의 중앙선은 수신기-지시기의 몸체의 단면축과 평행하게 되며, 작동 모드에서 단면 안테나 축의 위치와 수신기-지시기의 몸체의 위치는 서로 수직인 방향에 놓이도록 안테나는 볼 조인트에 의해 수신기-지시기의 몸체 상부에 고정 설치된다. 수신기-지시기를 수용하기 위한 컨테이너는 박스의 형태로 형성되고, 상단부는 완전히 개방되어 컨테이너 내부에 수신기-지시기를 내설하기 적합하고, 상측 전단부는 부분 개방되어 컨테이너 내부에서 수신기-지시기가 작동하는 동안에 디스플레이 및 제어 장치에 접근하기 용이하므로, 재충전 가능 배터리의 충전기인 외부 전원의 전압 조절기는 컨테이너의 저면에 형성된 컴파트먼트에 설치되고, 외부 전원을 설치하기 위한 커넥터에 전기적으로 연결한다. 또한, 컨테이너에는 손으로 들고 운반할 수 있도록 하는 벨트와, 차량의 캐빈에 고정시키기 위한 고정 수단이 구비된다.",G01S,,,
1.02007E+12,"본 발명은 무인 운반대차의 주행 및 정지 위치를 제어하는 시스템 및 방법에 관한 것으로, 무인 운반대차의 정지 위치를 정확히 제어하여, 선로 변경 및 구동계 마모와 상관없이 운반대차의 위치를 제어할 수 있도록 하는 것을 목적으로, 본 발명에 따른 운반대차 위치 제어 시스템은 경로상을 주행하는 운반대차의 주행경로 방향의 전면에 부착된 제1 광모뎀 송수신부; 상기 주행경로 방향의 전면에 부착되고, 주행경로 방향으로 레이저광을 발광하고 주행경로의 벽면에 부착된 반사판으로부터의 반사광을 이용하여 상기 운반대차의 절대좌표값을 산출하는 레이저센서; 및 상기 제1 광모뎀 송수신부 및 상기 레이저센서와 전기적으로 연결되고, 상기 레이저센서로부터 산출된 상기 운반대차의 절대좌표값을 상기 제1 광모뎀 송수신부를 통하여 상기 벽면에 부착된 제2 광모뎀 송수신부로 전송하도록 하는 제어 유닛을 포함하는 운반대차와, 상기 제2 광모뎀 송수신부로부터 데이터 전송 선로를 통해 상기 운반대차의 절대좌표값을 수신하여 상기 운반대차의 위치에 대한 연산 처리를 행하는, 자동 공정제어 장치를 포함하여 구성된다.레이저광, 운반대차, 절대좌표, 광모뎀, 자동 공정제어 장치",G05D,,,
1.02005E+12,"스태커 크레인에 4개의 마스트(6∼9)를 설치하고, 승강대(26)를 매달기부재(34)에서 각 마스트에 의해 지지한다. 매달기부재(34)는 마스트 마다 독립적으로 구동하고, 물품의 이송시에 슬라이드 포크(30)가 기울면, 이것을 보정하도록 매달기부재(34)를 감기/풀기를 한다.이송시의 슬라이드 포크의 경사를 방지함과 아울러, 마스트에는 연직방향의 힘 만이 가해지도록 한다.",G05D,,,
1.02008E+12,"본 발명은 컨베이어벨트의 모터 커런트 대비 무게측정장치 시스템에 관한 것으로, 더욱 상세하게는 스태커/리크레이머 기계장치로 컨베이어벨트에 광물을 적재하여 항구의 하역장에서 원료 탄 야적장의 원료 야드로 다시 소결공장 및 각종산업현장 등으로 순차적인 이송을 실행함에 있어서 상기의 컨베이어벨트의 전,후단부에 장치되어 컨베이어벨트를 구동시키는 구동모터의 암페어 수치 즉 부하량의 변화수치를 측정하여 이동기기 PLC로 부터 마스터 PLC를 거쳐 서버 PC부에서 계산 및 저장된 후 다시 HMI PC부에 전송되어 커런트 대비 무게측정 프로그램의 실행을 통하여 단위 시간당 컨베이어벨트로 이송되는 전 벨트 라인 상의 이송적재 원료 탄의 측정된 무게를 디스플레이할 수 있게 함으로써 컨베이어벨트와 원료 야드 및 하역장 및 소결입고 량의 효율적인 관리를 가능하게 하여주는 컨베이어벨트의 모터 커런트 대비 무게측정장치 시스템에 관한 것이다.컨베이어벨트, 모터, 암페어, 부하량, 스태커/리크레이머, PLC, 커런트 대비 무게측정 프로그램.",G01G,,,
